,Client,Type Of Txn,Filmed By,Antenna,Location,Satellite,Sat Provider,Pricing,Engineer2,Comments,Guest / Reporter,Studio,Guest fee,Duration_in_minutes,Month,DayOfWeek,Txp_AlGhad Slot 2,Txp_AlGhad Slot 3,Txp_B2,Txp_Ch 1,Txp_Ch 3,Txp_Ch X,Txp_Ch Y,Txp_Link,Txp_No Txp,Txp_Other Ch,Txp_Other Slots,Txp_Other Txp,Txp_Output 1,Txp_Output 2,Txp_Output 3,Txp_Output 4,Txp_Slot 1 7A,Txp_Slot 2 7A,Txp_Slot 3 7A,Txp_Slot 4 7A,Camera_Canon C305,Camera_Canon XF305,Camera_Sony HDV270,Camera_Sony S150,Camera_Sony XDcam,Camera_Sony XDcam X150,Camera_Sony XDcam X190,Camera_Sony XDcam X320,Sat Charges Paid_ISOL,Sat Charges Paid_No Sat Charges
1200,0,3,1,5,0,4,0,285,1,0,1,1,0,15,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,0,3,1,5,0,4,0,285,1,1,1,1,1,15,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,0,3,1,5,0,4,0,285,1,0,1,1,0,10,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,0,2,0,0,0,0,0,265,1,1,0,0,0,10,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1204,0,3,1,5,0,4,0,285,1,1,1,1,1,15,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,0,3,1,4,0,0,0,120,1,1,1,2,1,15,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1206,2,3,1,5,0,2,0,275,1,0,1,1,0,15,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,0,3,1,5,0,4,0,285,1,1,1,1,1,15,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,0,3,1,6,0,2,0,100,1,1,1,1,1,30,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,0,3,1,4,0,0,0,120,1,0,1,1,0,15,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1210,0,3,1,4,0,0,0,300,1,1,1,1,1,30,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1211,0,3,1,5,0,4,0,475,1,1,1,1,1,30,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,0,3,1,5,0,4,0,285,1,1,1,1,1,15,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,0,3,1,4,0,0,0,350,1,1,1,1,1,35,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1214,0,3,0,0,0,4,1,48,1,1,0,0,0,30,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1215,0,3,0,0,0,4,1,80,1,1,0,0,0,50,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1216,0,3,1,4,0,0,0,180,1,0,1,1,0,20,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1217,0,3,1,4,0,0,0,180,1,1,1,1,1,20,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1218,0,3,1,4,0,0,0,180,1,1,1,1,1,20,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1219,0,3,1,4,0,0,0,120,1,1,1,1,1,15,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1220,2,3,1,5,0,2,0,275,1,0,1,1,0,15,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,0,3,1,5,0,4,0,285,1,1,1,1,1,15,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,0,3,1,4,0,0,0,120,1,1,1,2,1,15,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1223,0,3,1,5,0,4,0,475,1,1,1,1,1,30,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,0,3,1,4,0,0,0,260,1,1,1,1,1,40,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1225,0,3,1,6,0,2,0,100,1,1,1,1,1,30,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,0,3,1,5,0,4,0,475,1,1,1,1,1,30,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,0,3,0,4,0,0,0,120,1,1,1,1,1,15,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1228,0,3,0,0,0,4,1,32,1,1,0,0,0,20,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1229,0,3,0,0,0,4,1,24,1,1,0,0,0,15,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1230,0,3,0,0,0,4,1,48,1,1,0,0,0,30,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1231,0,3,0,0,0,4,1,24,1,1,0,0,0,15,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1232,0,5,0,2,1,4,0,400,1,1,0,0,0,185,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,0,3,1,4,0,0,0,180,1,1,1,1,1,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1234,0,3,1,5,0,4,0,285,1,0,1,1,0,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,0,1,0,4,0,4,1,650,1,1,0,0,0,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1236,0,3,1,5,0,4,0,285,1,0,1,1,0,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,0,2,0,0,0,0,0,300,1,1,0,0,1,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1238,0,3,1,4,0,0,0,120,1,1,1,1,1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1239,0,3,1,5,0,4,0,285,1,0,1,1,0,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1240,0,3,1,4,0,0,0,120,1,1,1,2,1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1241,0,3,1,4,0,0,0,120,1,1,1,2,1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1242,0,3,1,5,0,4,0,285,1,0,1,1,0,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1243,0,3,1,4,0,0,0,140,1,1,1,1,1,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1244,0,3,1,4,0,0,0,120,1,1,1,1,1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1245,0,3,1,5,0,4,0,285,1,1,1,1,1,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,0,3,1,4,0,0,0,350,1,1,1,1,1,35,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1247,0,3,0,0,0,4,1,24,1,1,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1248,0,3,0,0,0,4,1,32,1,1,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1249,0,5,0,2,1,4,0,400,1,1,0,0,0,185,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,0,2,0,0,0,0,0,265,1,1,0,0,0,10,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1251,0,3,1,5,0,4,0,335,1,1,1,1,1,20,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1252,0,3,1,4,0,0,0,120,1,1,1,1,1,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1253,0,3,1,4,0,0,0,120,1,1,1,2,1,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1254,0,3,1,4,0,0,0,260,1,1,1,1,1,40,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1255,0,3,1,5,0,4,0,285,1,1,1,1,1,15,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,0,3,1,4,0,0,0,120,1,1,1,1,1,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1257,0,3,1,5,0,4,0,285,1,1,1,1,1,15,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,0,3,0,0,0,4,1,32,1,1,0,0,0,20,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1259,0,3,0,0,0,4,1,24,1,1,0,0,0,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1260,0,3,0,0,0,4,1,24,1,1,0,0,0,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1261,0,3,0,0,0,4,1,32,1,1,0,0,0,20,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1262,0,3,0,0,0,4,1,24,1,1,0,0,0,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1263,0,3,0,0,0,4,1,24,1,1,0,0,0,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1264,0,3,0,0,0,4,1,72,1,1,0,0,0,45,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1265,0,3,0,0,0,4,1,80,1,1,0,0,0,50,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1266,0,5,0,2,1,4,0,400,1,1,0,0,0,150,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,0,3,0,5,0,4,0,285,1,0,1,1,0,15,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,0,3,1,5,0,4,0,285,1,0,1,1,0,15,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1269,0,3,1,4,0,0,0,120,1,1,1,1,1,15,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1270,0,3,1,5,0,4,0,285,1,1,1,1,1,15,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1271,0,3,1,4,0,0,0,120,1,1,1,2,1,15,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1272,1,3,1,5,0,2,0,400,1,1,1,1,1,20,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1273,0,2,0,0,0,0,0,265,1,1,0,0,0,5,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1274,0,3,1,5,0,4,0,850,1,1,1,1,1,60,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1275,0,3,1,4,0,0,0,140,1,1,1,1,1,20,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1276,0,3,1,4,0,0,0,130,1,1,1,1,1,15,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1277,0,3,1,4,0,0,0,300,1,1,1,1,1,30,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1278,0,3,1,6,0,2,0,220,1,1,1,1,1,75,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1279,0,3,0,0,0,4,1,80,1,1,0,0,0,50,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1280,0,3,0,0,0,4,1,32,1,1,0,0,0,20,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1281,0,3,1,4,0,0,0,130,1,1,1,1,1,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1282,0,3,1,6,0,2,0,150,1,1,1,1,1,35,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,2,3,1,5,0,2,0,275,1,0,1,1,0,15,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1284,0,3,1,5,0,4,1,175,1,1,1,1,1,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1285,0,3,1,4,0,0,0,120,1,1,1,1,1,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1286,2,3,1,5,0,2,0,275,1,0,1,1,0,15,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1287,0,3,1,5,0,4,0,285,1,0,1,1,0,15,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1288,1,2,0,0,0,0,0,250,1,1,0,0,0,10,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1289,0,3,1,5,0,4,0,285,1,1,1,1,1,15,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1290,0,3,1,4,0,0,0,130,1,1,1,1,1,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1291,0,3,1,5,0,4,1,650,1,1,1,1,1,50,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1292,1,3,1,5,0,2,0,425,1,1,1,1,1,30,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1293,0,3,1,4,0,0,0,120,1,1,1,1,1,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1294,0,3,1,5,0,4,0,285,1,1,1,1,1,15,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1295,0,3,1,5,0,4,0,285,1,1,1,1,1,15,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1296,0,3,0,0,0,4,1,72,1,1,0,0,0,45,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1297,0,3,1,5,0,4,0,285,1,0,1,1,0,15,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,0,3,1,5,0,4,0,285,1,0,1,1,0,15,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1299,0,3,1,5,0,4,0,285,1,0,1,1,0,15,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1300,0,3,1,4,0,0,0,180,1,1,1,1,1,20,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1301,0,3,1,5,0,4,0,285,1,1,1,1,1,15,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1302,0,2,0,0,0,0,0,265,1,1,0,0,0,5,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1303,0,3,1,4,0,0,0,120,1,1,1,1,1,15,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1304,0,3,1,4,0,0,0,120,1,1,1,1,1,15,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1305,0,3,1,5,0,4,0,475,1,1,1,1,1,30,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1306,0,3,1,6,0,2,0,100,1,1,1,1,1,30,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1307,2,3,1,5,0,2,0,425,1,1,1,1,0,15,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1308,0,3,1,5,0,4,0,285,1,1,1,1,1,15,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1309,0,3,0,0,0,4,1,24,1,1,0,0,0,15,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1310,0,3,0,0,0,4,1,36,1,1,0,0,0,15,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1311,0,3,0,0,0,4,1,24,1,1,0,0,0,15,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1312,0,5,0,2,1,4,0,650,1,1,0,0,0,465,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,0,3,1,4,0,0,0,120,1,1,1,1,1,15,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1314,0,3,1,4,0,0,0,180,1,1,1,1,1,20,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1315,0,1,0,4,0,1,0,395,1,1,0,0,0,145,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,0,3,1,4,0,0,0,130,1,1,1,1,1,15,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1317,0,3,1,4,0,0,0,120,1,1,1,1,1,15,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1318,0,3,1,4,0,0,0,120,1,1,1,2,1,15,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1319,0,3,1,6,0,2,0,100,1,1,1,1,1,30,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1320,0,3,1,6,0,2,0,100,1,1,1,1,1,30,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1321,0,3,1,4,0,0,0,120,1,1,1,1,1,15,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1322,0,3,1,4,0,0,0,260,1,1,1,1,1,40,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1323,0,3,1,6,0,2,0,200,1,1,1,1,1,60,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1324,0,3,1,5,0,4,0,285,1,1,1,1,1,15,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1325,0,3,0,0,0,4,1,24,1,1,0,0,0,15,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1326,0,3,0,0,0,4,1,36,1,1,0,0,0,15,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1327,0,3,0,0,0,4,1,24,1,1,0,0,0,15,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1328,0,3,0,0,0,4,1,48,1,1,0,0,0,20,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1329,0,3,0,0,0,4,1,24,1,1,0,0,0,15,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1330,0,3,0,0,0,4,1,80,1,1,0,0,0,50,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1331,0,3,0,0,0,4,1,88,1,1,0,0,0,55,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1332,0,3,0,0,0,4,1,24,1,1,0,0,0,15,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1333,0,3,0,0,0,4,1,72,1,1,0,0,0,45,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1334,0,3,0,0,0,4,1,48,1,1,0,0,0,20,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1335,0,3,1,4,0,0,0,120,1,1,1,1,1,15,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1336,0,3,1,5,0,4,0,285,1,1,1,1,1,15,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,0,3,1,6,0,2,0,175,1,1,1,1,1,15,3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,0,3,1,4,0,0,0,130,1,1,1,1,1,15,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1339,0,3,1,4,0,0,0,180,1,1,1,1,0,20,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1340,0,2,0,0,0,0,0,265,1,1,0,0,0,5,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1341,0,3,1,6,0,2,0,100,1,1,1,1,1,30,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
